SCORE: total_score         rms     cen_rms complex_normalized           dG_cross dG_cross/dSASAx100 dG_separated dG_separated/dSASAx100 dSASA_hphobic dSASA_int dSASA_polar delta_unsatHbonds dslf_fa13  f_b-site f_combined-copy f_combined_buns-copy f_combined_buns2-copy f_contact-designable f_contact-designable_copy f_contact-hphobic_with_designable f_contact-hphobic_with_designable_copy                                 f_sasa                                 fa_atr                                 fa_dun                                fa_elec fa_intra_rep fa_intra_sol_xover4              fa_rep              fa_sol hbond_E_fraction hbond_bb_sc hbond_lr_bb    hbond_sc hbond_sr_bb hbonds_int lk_ball_wtd          m1          m2          m3          m4          m5          m6          m7    nres_all    nres_int       omega     p_aa_pp    packstat per_residue_energy_int pro_close rama_prepro         ref    sc_value side1_normalized side1_score side2_normalized side2_score     st_rmsd t1_timing_profile t2_timing_profile t3_timing_profile t4_timing_profile t5_timing_profile t6_timing_profile t7_timing_profile t8_timing_profile yhh_planarity description 
SCORE:   -1559.641      11.829      11.829             -3.183            -36.094             -2.665      -22.900                 -1.691       877.779  1354.167     476.388             0.000     0.000     0.000        -760.042                1.000                 1.000                8.000                    10.000                            11.000                                 11.000                               1354.167                              -3130.764                                609.210                               -962.754        5.835             102.724             368.736            1870.644            0.245     -93.118     -52.768     -93.654    -258.978      7.000     -65.091      10.000      11.000    -766.198    -797.453    -721.645    -763.785    -760.042     490.000      62.000      42.077     -90.586       0.598                 -2.995     2.806      40.527     144.767       0.000           -2.880    -100.789           -3.145     -84.916       6.000           108.805           109.283           109.672           123.547           136.170           148.978           159.223           169.537         0.746 0.22.h_tag.vav-dh_2vrw_relaxed_0000257
SCORE:   -1559.758       7.573       7.573             -3.183             -9.834             -1.315       -9.453                 -1.264       408.929   747.938     339.009             3.000     0.000     0.000        -666.201                3.000                 2.000                0.000                    10.000                             0.000                                 13.000                                747.938                              -3111.338                                596.564                               -948.214        5.788             102.908             359.584            1856.916            0.113     -91.948     -52.749     -86.441    -261.642      1.000     -70.641       6.000      14.000    -745.671    -849.905    -631.274    -665.635    -666.201     490.000      38.000      40.807     -90.190       0.489                 -2.643     2.746      42.389     144.803       0.000           -2.665     -61.297           -2.609     -39.139       2.000           704.359           705.592           707.072           720.293           731.473           735.421           739.040           742.638         0.902 0.22.h_tag.vav-dh_2vrw_relaxed_0000825
SCORE:   -1559.774       5.477       5.477             -3.183            -28.157             -2.359      -20.081                 -1.683       622.098  1193.366     571.268             2.000     0.000  6119.002        -747.169                3.000                 1.000                0.000                     7.000                             0.000                                  8.000                               1193.366                              -3133.488                                610.686                               -957.655        5.834             102.333             363.884            1875.743            0.372     -97.003     -52.220     -89.860    -263.150      5.000     -69.435       9.000      11.000    -804.637    -826.423    -549.709    -714.301    -747.169     490.000      63.000      42.345     -89.492       0.543                 -3.021     3.167      50.332     137.263       0.000           -2.509     -62.717           -3.357    -127.575       6.000           258.172           259.057           259.904           269.989           279.629           285.775           290.546           295.550         0.940 0.22.h_tag.vav-dh_2vrw_relaxed_0000538
SCORE:   -1560.096      10.538      10.538             -3.184             -7.634             -1.552       -7.596                 -1.544       290.049   492.023     201.974             1.000     0.000  5693.398        -681.595                1.000                 0.000                0.000                     5.000                             0.000                                  6.000                                492.023                              -3111.139                                607.573                               -956.749        5.807             103.649             356.915            1866.392           -0.000     -90.856     -52.536     -92.527    -264.315      0.000     -69.037       8.000       9.000    -748.002    -745.883    -653.204    -657.254    -681.595     490.000      27.000      41.873     -88.758       0.573                 -2.999     2.941      50.329     129.375       0.000           -2.914     -46.625           -3.123     -34.350       4.000            42.841            43.231            43.582            53.607            62.172            65.307            68.414            71.744         0.968 0.22.h_tag.vav-dh_2vrw_relaxed_0000187
SCORE:   -1560.121       2.797       2.797             -3.184            -21.891             -2.081      -21.502                 -2.044       678.354  1052.011     373.658             3.000     0.000     0.000        -783.545                6.000                 3.000               10.000                     7.000                            13.000                                 10.000                               1052.011                              -3117.157                                597.858                               -940.704        5.742             100.880             363.658            1843.835            0.114     -87.296     -52.901     -86.013    -263.904      2.000     -69.060      10.000      11.000    -789.555    -794.418    -735.967    -782.034    -783.545     490.000      41.000      42.724     -88.648       0.589                 -2.917     2.866      44.104     143.080       0.000           -2.856     -62.830           -2.988     -56.780       2.000             0.275             0.440             0.605            10.689            19.219            32.160            44.123            55.922         0.815 0.22.h_tag.vav-dh_2vrw_relaxed_0000003
SCORE:   -1560.374       6.270       6.270             -3.184            -16.651             -2.242      -15.307                 -2.061       558.335   742.638     184.303             1.000     0.000     0.000        -758.224                5.000                 1.000                6.000                     9.000                             8.000                                 13.000                                742.638                              -3132.445                                593.413                               -935.494        5.838             101.629             371.506            1838.130            0.079     -88.923     -52.531     -81.896    -263.494      1.000     -70.043       7.000      14.000    -849.633    -843.368    -725.676    -767.392    -758.224     490.000      34.000      44.496     -90.001       0.562                 -2.691     2.953      41.109     154.483       0.000           -3.005     -57.091           -2.293     -34.394       6.000          3521.114          3524.525          3528.674          3542.708          3555.852          3566.529          3575.404          3584.683         0.897 0.22.h_tag.vav-dh_2vrw_relaxed_0002058
SCORE:   -1560.409      11.035      11.035             -3.185            -15.524             -1.873      -14.104                 -1.702       487.971   828.731     340.760             6.000     0.000     0.000        -723.081                1.000                 6.000                0.000                    10.000                             0.000                                 12.000                                828.731                              -3131.873                                607.745                               -962.628        5.829             104.844             360.525            1885.730            0.196     -90.750     -53.257     -92.120    -263.546      3.000     -70.047      12.000      12.000    -715.873    -716.725    -668.852    -723.698    -723.081     490.000      43.000      41.417     -88.854       0.654                 -2.879     2.929      46.998     135.706       0.000           -2.781     -50.053           -2.950     -73.750       8.000          3267.526          3270.549          3273.897          3287.829          3301.041          3307.826          3311.743          3315.468         0.943 0.22.h_tag.vav-dh_2vrw_relaxed_0002014
SCORE:   -1560.455      10.676      10.676             -3.185            -28.891             -1.660      -20.311                 -1.167       978.233  1740.500     762.267             9.000     0.000     0.000        -705.416                0.000                 6.000                3.000                     6.000                             3.000                                  9.000                               1740.500                              -3158.032                                621.000                               -967.777        5.895             105.324             364.550            1912.031            0.529     -89.670     -53.325    -100.332    -264.275      8.000     -68.341       6.000      13.000    -778.348    -801.870    -674.840    -684.863    -705.416     490.000      74.000      42.500     -88.658       0.577                 -2.910     3.187      39.493     134.923       0.000           -2.906    -110.437           -2.915    -104.928       3.000          3538.637          3541.345          3544.615          3552.619          3559.750          3574.060          3580.351          3587.981         1.050 0.22.h_tag.vav-dh_2vrw_relaxed_0002011
SCORE:   -1560.818       5.139       5.139             -3.185            -18.484             -2.580      -17.565                 -2.452       391.321   716.367     325.046             1.000     0.000 161326.016        -800.712                4.000                 0.000                6.000                     9.000                             8.000                                 14.000                                716.367                              -3114.927                                598.463                               -948.882        5.790             101.765             364.814            1850.089            0.375     -91.812     -52.505     -94.395    -263.895      5.000     -64.951       8.000      17.000    -811.347    -847.395    -739.591    -762.030    -800.712     490.000      35.000      43.935     -88.637       0.590                 -2.570     2.857      43.732     146.965       0.000           -2.245     -38.170           -2.876     -51.772       2.000             0.390             0.546             0.705            15.125            28.446            34.436            40.267            45.990         0.776 0.22.h_tag.vav-dh_2vrw_relaxed_0000004
SCORE:   -1561.386      23.452      23.452             -3.187            -24.305             -1.817      -15.964                 -1.193       729.047  1337.782     608.735             9.000     0.000     0.000        -689.087                3.000                 1.000                0.000                     7.000                             0.000                                  9.000                               1337.782                              -3136.511                                619.702                               -961.407        5.805             105.942             360.362            1881.518            0.297     -89.885     -52.196     -97.920    -263.668      4.000     -66.946      12.000      11.000    -787.421    -786.036    -688.820    -686.702    -689.087     490.000      57.000      42.581     -90.272       0.550                 -2.958     2.722      47.106     130.682       0.000           -2.632     -68.435           -3.232    -100.188      27.000          3308.330          3311.729          3315.432          3330.125          3342.246          3350.409          3355.401          3360.329         0.999 0.22.h_tag.vav-dh_2vrw_relaxed_0002058
SCORE:   -1561.660      15.961      15.961             -3.187            -33.729             -1.959      -25.226                 -1.465       866.638  1721.573     854.935            18.000     0.000     0.000        -751.974                5.000                 6.000                1.000                     4.000                             2.000                                  6.000                               1721.573                              -3151.657                                615.470                               -965.295        5.805             105.762             366.115            1893.498            0.310     -90.706     -53.029     -97.015    -265.588      7.000     -67.376      11.000       6.000    -692.006    -711.504    -657.130    -725.809    -751.974     490.000      68.000      45.744     -89.485       0.579                 -2.934     2.840      44.050     138.808       0.000           -3.149    -116.508           -2.678     -83.018      19.000           229.822           230.469           231.195           239.293           246.357           255.113           261.101           267.339         0.399 0.22.h_tag.vav-dh_2vrw_relaxed_0000441
SCORE:   -1561.708      27.224      27.224             -3.187            -14.071             -1.686      -13.077                 -1.567       526.243   834.481     308.238             0.000     0.000 28771905287461379857939469424394240.000        -707.831                3.000                 0.000                4.000                    10.000                             5.000                                 15.000                                834.481                              -3117.679                                598.833                               -948.686        5.811             102.304             364.276            1858.566            0.132     -91.289     -52.491     -93.006    -260.384      1.000     -68.548      17.000      16.000    -781.914    -821.780    -688.012    -708.313    -707.831     490.000      36.000      41.371     -88.583       0.467                 -2.922     2.904      41.575     142.498       0.000           -2.909     -49.455           -2.934     -55.752      26.000           135.590           136.141           136.907           151.059           165.265           170.582           175.645           180.457         0.820 0.22.h_tag.vav-dh_2vrw_relaxed_0000258
SCORE:   -1561.986      12.822      12.822             -3.188            -16.249             -1.700      -14.754                 -1.544       471.702   955.641     483.939             3.000     0.000     0.000        -713.259                2.000                 0.000                0.000                     3.000                             0.000                                  3.000                                955.641                              -3131.950                                615.174                               -976.817        5.795             105.854             363.707            1896.143            0.174     -89.010     -53.346     -99.229    -262.731      2.000     -67.659       7.000       4.000    -772.927    -775.631    -632.411    -700.372    -713.259     490.000      45.000      44.041     -89.536       0.535                 -3.307     3.078      47.050     126.496       0.000           -2.738     -57.506           -3.804     -91.303       0.000          2018.433          2020.717          2023.488          2031.033          2037.118          2042.655          2046.682          2050.552         0.953 0.22.h_tag.vav-dh_2vrw_relaxed_0001438
SCORE:   -1562.089       8.927       8.927             -3.188            -28.507             -2.959      -26.639                 -2.765       599.152   963.410     364.258             4.000     0.000 450066.531        -866.550                1.000                 3.000                4.000                     1.000                             5.000                                  3.000                                963.410                              -3140.576                                622.993                               -970.486        5.786             104.420             361.345            1885.719            0.184     -94.271     -52.248     -94.080    -264.406      5.000     -67.057      10.000       3.000    -659.405    -684.198    -810.580    -838.601    -866.550     490.000      42.000      43.058     -88.576       0.625                 -2.845     3.219      49.992     132.133       0.000           -3.346     -60.233           -2.470     -59.270       2.000           575.159           576.266           577.527           586.046           593.471           600.930           606.530           612.365         0.946 0.22.h_tag.vav-dh_2vrw_relaxed_0000781
SCORE:   -1562.278      19.486      19.486             -3.188            -27.031             -2.095      -21.455                 -1.663       666.161  1289.941     623.780             5.000     0.000     0.000        -752.340                4.000                 0.000               10.000                     6.000                            11.000                                 11.000                               1289.941                              -3132.357                                618.605                               -975.860        5.843             107.241             365.500            1896.628            0.382     -92.658     -52.667    -101.975    -264.363      8.000     -67.327       9.000      13.000    -758.850    -817.150    -665.510    -741.728    -752.340     490.000      60.000      41.601     -89.384       0.549                 -2.819     3.186      51.254     123.685       0.000           -3.021     -90.621           -2.618     -78.541      21.000          2093.605          2096.035          2098.439          2108.966          2117.968          2129.808          2145.521          2160.534         0.768 0.22.h_tag.vav-dh_2vrw_relaxed_0001561
SCORE:   -1562.457       6.448       6.448             -3.189            -32.302             -3.039      -24.141                 -2.271       690.205  1062.852     372.646             2.000     0.000 95372.680        -814.710                3.000                 2.000               12.000                    11.000                            17.000                                 15.000                               1062.852                              -3132.659                                609.022                               -955.243        5.803             102.212             367.895            1865.788            0.186     -93.689     -52.580     -91.906    -263.502      3.000     -67.776      12.000      21.000    -882.687    -893.134    -784.720    -815.339    -814.710     490.000      44.000      44.022     -89.236       0.638                 -2.946     3.084      50.552     134.853       0.000           -3.026     -87.758           -2.791     -41.859       5.000             0.852             1.008             1.169            16.316            29.036            43.901            57.979            71.940         0.904 0.22.h_tag.vav-dh_2vrw_relaxed_0000008
SCORE:   -1562.472       8.207       8.207             -3.189            -18.628             -1.985      -16.002                 -1.705       635.139   938.601     303.461             2.000     0.000     0.000        -732.240                4.000                 1.000                1.000                    11.000                             4.000                                 13.000                                938.601                              -3128.187                                607.265                               -958.849        5.835             106.650             362.271            1871.147            0.189     -94.495     -52.735     -93.070    -263.281      3.000     -67.735       5.000      13.000    -747.520    -840.076    -700.255    -732.003    -732.240     490.000      44.000      41.201     -89.974       0.536                 -3.116     2.869      47.407     140.401       0.000           -3.044     -57.829           -3.171     -79.266       7.000           693.545           694.741           695.910           709.414           722.129           729.192           734.707           739.612         0.806 0.22.h_tag.vav-dh_2vrw_relaxed_0000820
SCORE:   -1562.616       3.111       3.111             -3.189            -23.676             -3.366      -18.623                 -2.647       354.022   703.418     349.396             4.000     0.000     0.000        -822.189                3.000                 1.000                6.000                     5.000                             8.000                                  6.000                                703.418                              -3123.868                                598.603                               -953.844        5.783             104.086             360.659            1868.414            0.355     -91.074     -56.086     -85.719    -262.863      5.000     -71.264      11.000       8.000    -764.250    -781.219    -816.388    -821.511    -822.189     490.000      35.000      42.227     -88.526       0.628                 -3.218     3.015      48.718     138.245       0.000           -2.495     -37.427           -3.760     -75.193       1.000          1862.138          1864.578          1867.786          1878.420          1888.121          1900.616          1908.328          1915.591         0.878 0.22.h_tag.vav-dh_2vrw_relaxed_0001582
SCORE:   -1562.853      20.070      20.070             -3.189            -42.602             -2.093      -36.198                 -1.778      1198.897  2035.915     837.018            10.000     0.000 89959.438        -825.969               10.000                 8.000               11.000                    12.000                            14.000                                 19.000                               2035.915                              -3159.734                                610.271                               -961.914        5.976             102.216             368.938            1882.246            0.186     -92.377     -53.035     -94.546    -265.007      6.000     -68.811      16.000      23.000    -897.052    -920.632    -736.018    -803.547    -825.969     490.000      78.000      41.983     -89.002       0.603                 -2.987     3.136      51.937     153.758       0.000           -3.050    -121.985           -2.921    -110.989       4.000             1.020             1.180             1.347            24.428            48.230            69.991            87.495           105.178         1.112 0.22.h_tag.vav-dh_2vrw_relaxed_0000008
SCORE:   -1562.964       7.419       7.419             -3.190            -10.266             -1.325       -8.819                 -1.138       455.313   774.811     319.498             1.000     0.000     0.000        -654.051                9.000                 2.000                0.000                     2.000                             0.000                                  3.000                                774.811                              -3123.953                                611.303                               -960.535        5.777             104.732             359.348            1879.872            0.133     -90.131     -52.459     -95.994    -263.109      1.000     -69.206      12.000       4.000    -755.744    -780.520    -623.281    -646.100    -654.051     490.000      46.000      42.411     -89.327       0.580                 -2.950     3.113      46.497     127.814       0.000           -2.739     -62.998           -3.161     -72.702       8.000          1387.713          1390.024          1392.266          1401.237          1407.940          1415.216          1419.551          1423.788         0.881 0.22.h_tag.vav-dh_2vrw_relaxed_0001198
SCORE:   -1563.160      19.514      19.514             -3.190            -13.392             -3.193      -11.746                 -2.800       173.454   419.456     246.002             2.000     0.000     0.000        -805.315                3.000                 0.000                1.000                     8.000                             1.000                                 11.000                                419.456                              -3119.107                                606.926                               -952.487        5.839             101.876             359.209            1863.528            0.343     -89.826     -54.765     -89.910    -263.675      3.000     -68.492       8.000      12.000    -744.398    -935.182    -786.157    -804.013    -805.315     490.000      20.000      42.481     -87.050       0.646                 -2.906     3.007      41.127     137.164       0.000           -3.099     -34.094           -2.668     -24.016      17.000           275.433           276.190           276.902           290.976           307.346           310.891           313.909           316.504         0.994 0.22.h_tag.vav-dh_2vrw_relaxed_0000555
SCORE:   -1563.267      10.964      10.964             -3.190            -28.499             -2.618      -25.666                 -2.358       671.042  1088.592     417.551             2.000     0.000 14335.008        -828.785                4.000                 1.000               10.000                    11.000                            14.000                                 13.000                               1088.592                              -3123.852                                611.637                               -956.278        5.810             103.824             360.091            1867.614            0.206     -92.673     -52.487     -91.770    -261.413      6.000     -65.650      12.000      17.000    -806.028    -800.606    -781.440    -792.824    -828.785     490.000      50.000      39.494     -89.951       0.620                 -3.439     3.108      47.121     131.326       0.000           -3.510     -91.254           -3.362     -80.698       7.000            74.675            75.130            75.857            93.144           110.563           121.293           133.211           145.712         0.781 0.22.h_tag.vav-dh_2vrw_relaxed_0000269
SCORE:   -1563.358      18.667      18.667             -3.191            -28.083             -2.559      -24.864                 -2.266       750.956  1097.236     346.280             3.000     0.000 28175.969        -817.706                6.000                 3.000               10.000                     9.000                            14.000                                 15.000                               1097.236                              -3143.589                                604.935                               -961.114        5.830             104.459             387.302            1872.106            0.123     -88.749     -52.792    -102.595    -261.337      3.000     -67.808      10.000      18.000    -770.696    -774.249    -692.253    -809.472    -817.706     490.000      43.000      40.370     -90.849       0.528                 -2.857     2.935      48.021     138.667       0.000           -3.081     -73.948           -2.574     -48.900      18.000             1.683             1.863             2.064            15.624            29.714            34.755            45.374            58.380         0.850 0.22.h_tag.vav-dh_2vrw_relaxed_0000013
SCORE:   -1563.624      14.278      14.278             -3.191            -10.958             -2.073       -9.495                 -1.797       325.212   528.488     203.276             1.000     0.000     0.000        -712.068                3.000                 2.000                3.000                    15.000                             4.000                                 22.000                                528.488                              -3112.828                                610.198                               -957.526        5.830             105.663             362.118            1853.896            0.233     -89.521     -53.061     -91.808    -263.661      3.000     -67.497      17.000      24.000    -803.702    -813.807    -717.159    -711.565    -712.068     490.000      22.000      43.298     -91.696       0.565                 -2.437     3.172      48.185     130.690       0.000           -2.549     -38.230           -2.196     -15.375      10.000          2593.504          2596.156          2598.640          2619.769          2639.750          2647.396          2651.993          2656.511         0.924 0.22.h_tag.vav-dh_2vrw_relaxed_0001724
SCORE:   -1563.644       7.704       7.704             -3.191            -24.819             -2.714      -23.143                 -2.531       371.201   914.460     543.259             4.000     0.000     0.000        -832.400                1.000                 3.000                6.000                     3.000                             7.000                                  6.000                                914.460                              -3112.408                                603.573                               -958.115        5.786             103.517             357.902            1869.811            0.353     -89.018     -52.115     -93.994    -261.139      7.000     -66.665      12.000       7.000    -639.917    -628.650    -773.820    -823.904    -832.400     490.000      29.000      43.116     -90.215       0.514                 -2.889     2.843      38.831     134.220       0.000           -3.437     -44.686           -2.444     -39.097       1.000          1954.448          1956.584          1958.359          1967.543          1975.145          1983.205          1989.772          1995.728         0.428 0.22.h_tag.vav-dh_2vrw_relaxed_0001533
SCORE:   -1563.650       8.564       8.564             -3.191            -24.067             -2.300      -23.472                 -2.243       662.797  1046.234     383.437             1.000     0.000     0.000        -809.882                2.000                 2.000                6.000                     6.000                             8.000                                  8.000                               1046.234                              -3131.239                                604.117                               -956.536        5.764             103.408             364.212            1870.718            0.099     -86.600     -52.789     -86.075    -263.122      3.000     -70.803      10.000       8.000    -769.919    -812.579    -752.114    -840.527    -809.882     490.000      37.000      41.043     -90.127       0.486                 -2.509     3.004      50.996     129.384       0.000           -2.661     -50.551           -2.349     -42.288       6.000          2831.249          2833.795          2836.525          2847.094          2855.354          2866.655          2874.687          2882.718         0.994 0.22.h_tag.vav-dh_2vrw_relaxed_0001848
SCORE:   -1563.671      15.699      15.699             -3.191            -23.653             -1.773      -20.240                 -1.517       685.250  1334.165     648.915             3.000     0.000     0.000        -735.351                2.000                 1.000                9.000                     7.000                            14.000                                  8.000                               1334.165                              -3127.327                                612.319                               -972.158        5.807             104.060             364.992            1883.384            0.286     -87.553     -52.832     -97.440    -263.290      3.000     -65.921       8.000      12.000    -752.523    -820.122    -685.324    -738.183    -735.351     490.000      58.000      43.708     -90.216       0.551                 -2.742     3.233      48.544     126.263       0.000           -2.329     -74.518           -3.251     -84.514      13.000            81.053            81.284            81.533            99.322           115.238           123.227           132.976           142.605         0.758 0.22.h_tag.vav-dh_2vrw_relaxed_0000044
SCORE:   -1563.724       8.900       8.900             -3.191            -38.659             -2.808      -29.033                 -2.109       826.857  1376.898     550.041             9.000     0.000     0.000        -822.764                4.000                 4.000               10.000                     7.000                            13.000                                  7.000                               1376.898                              -3146.061                                603.494                               -947.039        5.852             102.313             367.831            1859.083            0.172     -94.052     -52.847     -84.250    -260.130      4.000     -68.310      12.000      10.000    -729.279    -809.051    -763.574    -817.464    -822.764     490.000      48.000      44.025     -88.455       0.659                 -2.961     2.835      39.102     152.150       0.000           -2.900     -72.495           -3.027     -69.612       6.000             0.141             0.309             0.493            13.625            24.829            37.846            48.975            60.133         0.734 0.22.h_tag.vav-dh_2vrw_relaxed_0000002
SCORE:   -1563.809      12.573      12.573             -3.191            -19.595             -3.360      -18.968                 -3.252       272.148   583.246     311.098             0.000     0.000     0.000        -874.475                5.000                 1.000                3.000                     2.000                             3.000                                  2.000                                583.246                              -3119.717                                627.432                               -979.037        5.805             107.026             357.151            1892.612            0.292     -93.775     -52.502     -93.867    -264.175      5.000     -67.653       2.000       3.000    -717.179    -733.058    -881.492    -874.663    -874.475     490.000      23.000      41.620     -89.145       0.580                 -3.011     2.904      48.265     112.253       0.000           -2.642     -34.350           -3.490     -34.899       2.000          3373.095          3375.841          3378.500          3385.944          3390.867          3398.217          3402.405          3406.866         0.994 0.22.h_tag.vav-dh_2vrw_relaxed_0002146
SCORE:   -1563.897      11.337      11.337             -3.192            -25.838             -3.189      -23.645                 -2.918       623.692   810.313     186.621             1.000     0.000 347879.344        -866.931                1.000                 0.000               10.000                     2.000                            13.000                                  3.000                                810.313                              -3127.546                                611.052                               -945.933        5.782             102.507             365.713            1854.062            0.039     -91.012     -52.477     -89.716    -264.449      1.000     -66.769       8.000       4.000    -740.584    -771.495    -832.529    -909.778    -866.931     490.000      29.000      40.949     -88.942       0.510                 -3.017     3.058      37.003     141.705       0.000           -2.645     -29.090           -3.244     -58.395       8.000          1008.517          1010.011          1011.931          1019.132          1025.484          1037.257          1049.340          1062.824         1.116 0.22.h_tag.vav-dh_2vrw_relaxed_0000995
SCORE:   -1564.033      12.071      12.071             -3.192            -18.994             -1.655      -16.237                 -1.414       561.036  1147.947     586.911             3.000     0.000     0.000        -709.569                5.000                 1.000                0.000                     2.000                             0.000                                  2.000                               1147.947                              -3119.350                                613.495                               -966.510        5.736             106.285             361.105            1880.505            0.281     -90.300     -52.315     -95.097    -262.985      5.000     -67.295      10.000       3.000    -756.440    -834.412    -663.210    -705.469    -709.569     490.000      44.000      41.415     -88.749       0.639                 -2.876     2.814      39.872     126.277       0.000           -2.876     -71.905           -2.877     -54.660       0.000          2686.302          2688.706          2691.717          2700.178          2706.770          2713.308          2717.209          2721.267         1.062 0.22.h_tag.vav-dh_2vrw_relaxed_0001910
SCORE:   -1564.096      12.082      12.082             -3.192            -44.975             -1.838      -39.701                 -1.622      1524.488  2447.612     923.123            17.000     0.000  5501.485        -828.572                1.000                 5.000                5.000                     3.000                             7.000                                  5.000                               2447.612                              -3153.766                                616.209                               -967.864        5.847             105.688             364.470            1904.370            0.176     -95.607     -51.992     -93.201    -260.722      7.000     -67.079      13.000       5.000    -603.282    -702.251    -727.227    -789.773    -828.572     490.000      89.000      42.636     -88.729       0.564                 -3.004     3.027      40.252     131.529       0.000           -2.751    -121.033           -3.252    -146.356       4.000           115.234           115.844           116.375           125.641           132.993           143.194           152.589           162.590         0.837 0.22.h_tag.vav-dh_2vrw_relaxed_0000355
SCORE:   -1564.248      10.554      10.554             -3.192            -18.833             -2.495      -16.056                 -2.127       368.220   754.913     386.693             0.000     0.000     0.000        -768.235                3.000                 0.000                5.000                     5.000                             6.000                                  9.000                                754.913                              -3122.701                                616.925                               -973.744        5.796             104.533             359.384            1888.080            0.283     -91.804     -52.497     -93.962    -262.979      4.000     -67.048       9.000      10.000    -871.821    -911.854    -663.724    -740.389    -768.235     490.000      26.000      42.439     -89.588       0.515                 -2.333     2.977      46.944     121.959       0.000           -2.241     -26.892           -2.412     -33.767       4.000           205.763           206.458           207.170           218.289           228.564           232.757           237.096           242.000         1.037 0.22.h_tag.vav-dh_2vrw_relaxed_0000391
SCORE:   -1564.322      14.338      14.338             -3.192            -31.786             -2.384      -24.390                 -1.829       752.830  1333.193     580.364            12.000     0.000 721983.750        -779.586                8.000                 5.000                1.000                    13.000                             1.000                                 21.000                               1333.193                              -3146.822                                609.940                               -955.572        5.977             106.380             365.039            1876.893            0.374     -89.601     -52.089     -97.995    -263.987      8.000     -64.970      17.000      26.000    -860.129    -890.629    -778.669    -784.984    -779.586     490.000      50.000      42.100     -87.869       0.640                 -3.071     3.014      40.434     143.814       0.000           -3.137     -75.289           -3.010     -78.248      16.000          2553.126          2556.112          2559.696          2582.402          2603.573          2613.033          2618.539          2624.026         0.992 0.22.h_tag.vav-dh_2vrw_relaxed_0001767
SCORE:   -1564.646      13.498      13.498             -3.193            -23.177             -2.328      -21.641                 -2.173       658.044   995.683     337.639             1.000     0.000     0.000        -796.445                6.000                 3.000                8.000                     2.000                            10.000                                  3.000                                995.683                              -3141.421                                610.727                               -956.604        5.848             105.152             360.641            1884.465            0.079     -89.123     -52.944     -93.284    -262.801      1.000     -68.954       9.000       3.000    -765.528    -768.147    -700.609    -733.377    -796.445     490.000      33.000      42.622     -89.470       0.470                 -3.111     3.010      47.697     128.966       0.000           -3.286     -46.010           -2.981     -56.647       3.000          3304.799          3307.436          3310.086          3316.086          3321.671          3333.066          3342.272          3352.366         0.826 0.22.h_tag.vav-dh_2vrw_relaxed_0002198
SCORE:   -1564.710      10.720      10.720             -3.193            -15.119             -3.507      -13.951                 -3.236       223.130   431.136     208.006             4.000     0.000 553139.125        -851.671                3.000                 1.000                5.000                     5.000                             6.000                                  5.000                                431.136                              -3112.088                                612.771                               -967.679        5.817             104.392             359.448            1872.160            0.222     -92.017     -52.601    -100.534    -263.609      3.000     -66.626       6.000       6.000    -760.622    -830.022    -771.188    -843.625    -851.671     490.000      15.000      40.653     -89.096       0.493                 -2.669     3.089      49.347     130.943       0.000           -2.999     -20.992           -2.381     -19.044       4.000           315.249           315.748           316.288           326.377           335.293           339.270           343.081           346.975         0.919 0.22.h_tag.vav-dh_2vrw_relaxed_0000242
SCORE:   -1564.955      13.263      13.263             -3.194            -16.031             -2.783      -15.535                 -2.697       263.690   575.972     312.282             2.000     0.000     0.000        -813.729                4.000                 0.000                2.000                     7.000                             2.000                                 11.000                                575.972                              -3111.950                                608.439                               -957.615        5.778             103.648             356.897            1869.733            0.392     -92.285     -52.735     -90.361    -262.670      5.000     -69.906      16.000      14.000    -692.451    -693.581    -677.768    -750.857    -813.729     490.000      30.000      41.556     -90.249       0.569                 -3.197     2.728      41.641     131.404       0.000           -3.465     -58.904           -2.847     -37.006      12.000          2729.672          2732.005          2734.538          2745.849          2755.312          2761.023          2764.644          2768.179         0.992 0.22.h_tag.vav-dh_2vrw_relaxed_0001914
SCORE:   -1565.184      11.156      11.156             -3.194            -33.480             -1.974      -28.491                 -1.680       813.269  1695.899     882.630             8.000     0.000     0.000        -785.184                0.000                 6.000                1.000                     8.000                             2.000                                  9.000                               1695.899                              -3148.510                                613.275                               -954.834        5.873             106.172             367.055            1886.620            0.263     -91.177     -53.066     -93.177    -262.665      8.000     -71.532       6.000      10.000    -764.653    -769.297    -767.195    -778.502    -785.184     490.000      71.000      42.343     -92.116       0.550                 -2.786     2.745      37.684     139.219       0.000           -2.240     -78.416           -3.316    -119.389       7.000           362.267           363.398           364.328           377.033           388.648           396.709           402.225           407.556         0.907 0.22.h_tag.vav-dh_2vrw_relaxed_0000623
